id,anio,mes,maquina,central,agente,agente_descripcion,region,pais,tipo_maquina,fuente_generacion,tecnologia,categoria_hidraulica,categoria_region,generacion_neta_MWh,fecha_proceso,lote_id_log,indice_tiempo
493878,2018,08,BRAGTG05,BRA3,CTBRAG3G,CT BRAGADO 3 - GENNEIA,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,9571.788,2020-05-05 11:06:29.851206,67,2018-08
493879,2018,08,BRAGTG06,BRA3,CTBRAG3G,CT BRAGADO 3 - GENNEIA,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,9897.8,2020-05-05 11:06:29.851206,67,2018-08
493880,2018,08,CAIMDI02,CAIM,CTCAIMAG,CT CAIMANCITO -SULLAIR,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,4848.97,2020-05-05 11:06:29.851206,67,2018-08
493881,2018,08,CAIMDI03,CAIM,CTCAIMAG,CT CAIMANCITO -SULLAIR,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,4804.239,2020-05-05 11:06:29.851206,67,2018-08
493882,2018,08,CAIMDI04,CAIM,CTCAIMAG,CT CAIMANCITO -SULLAIR,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,4850.223,2020-05-05 11:06:29.851206,67,2018-08
493883,2018,08,CAIMDI05,CAIM,CTCAIMAG,CT CAIMANCITO -SULLAIR,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,4850.033,2020-05-05 11:06:29.851206,67,2018-08
493884,2018,08,MMARTG06,MMAR,GMEDIT2G,GENERACION MEDITERRANEA 220,CENTRO,Argentina,TURBO GAS,Térmica,TG,,Centro,3538.272,2020-05-05 11:06:29.851206,67,2018-08
493885,2018,08,MMARTG07,MMAR,GMEDIT2G,GENERACION MEDITERRANEA 220,CENTRO,Argentina,TURBO GAS,Térmica,TG,,Centro,3172.08,2020-05-05 11:06:29.851206,67,2018-08
493886,2018,08,LDLATG05,LDLA,CTLLATAG,CT LOMA DE LA LATA II(NEUQEUN),COMAHUE,Argentina,TURBO GAS,Térmica,TG,,Comahue,28504.287,2020-05-05 11:06:29.851206,67,2018-08
493887,2018,08,PERZDI01,PERZ,CTPEREZG,CT PEREZ - SECCO,LITORAL,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,726.845,2020-05-05 11:06:29.851206,67,2018-08
493888,2018,08,CGOMDI01,CGOM,CTCGOMEG,CT CAÑADA DE GOMEZ - SECCO,LITORAL,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,1205.173,2020-05-05 11:06:29.851206,67,2018-08
493889,2018,08,OCAMDI01,OCAM,CTVOCAMG,CT VILLA OCAMPO - SECCO,LITORAL,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,7.35,2020-05-05 11:06:29.851206,67,2018-08
493890,2018,08,CGOMDI02,CGOM,CTCGOMEG,CT CAÑADA DE GOMEZ - SECCO,LITORAL,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,1227.299,2020-05-05 11:06:29.851206,67,2018-08
493891,2018,08,CGOMDI03,CGOM,CTCGOMEG,CT CAÑADA DE GOMEZ - SECCO,LITORAL,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,1184.065,2020-05-05 11:06:29.851206,67,2018-08
493892,2018,08,CGOMDI04,CGOM,CTCGOMEG,CT CAÑADA DE GOMEZ - SECCO,LITORAL,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,1197.862,2020-05-05 11:06:29.851206,67,2018-08
493893,2018,08,OCAMDI02,OCAM,CTVOCAMG,CT VILLA OCAMPO - SECCO,LITORAL,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,7.94,2020-05-05 11:06:29.851206,67,2018-08
493894,2018,08,OCAMDI03,OCAM,CTVOCAMG,CT VILLA OCAMPO - SECCO,LITORAL,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,5.901,2020-05-05 11:06:29.851206,67,2018-08
493895,2018,08,OCAMDI04,OCAM,CTVOCAMG,CT VILLA OCAMPO - SECCO,LITORAL,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,11.708,2020-05-05 11:06:29.851206,67,2018-08
493896,2018,08,OCAMDI05,OCAM,CTVOCAMG,CT VILLA OCAMPO - SECCO,LITORAL,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,7.842,2020-05-05 11:06:29.851206,67,2018-08
493897,2018,08,PERZDI02,PERZ,CTPEREZG,CT PEREZ - SECCO,LITORAL,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,731.681,2020-05-05 11:06:29.851206,67,2018-08
493898,2018,08,PERZDI03,PERZ,CTPEREZG,CT PEREZ - SECCO,LITORAL,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,731.018,2020-05-05 11:06:29.851206,67,2018-08
493899,2018,08,PERZDI04,PERZ,CTPEREZG,CT PEREZ - SECCO,LITORAL,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,730.362,2020-05-05 11:06:29.851206,67,2018-08
493900,2018,08,PERZDI05,PERZ,CTPEREZG,CT PEREZ - SECCO,LITORAL,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,731.814,2020-05-05 11:06:29.851206,67,2018-08
493901,2018,08,PERZDI06,PERZ,CTPEREZG,CT PEREZ - SECCO,LITORAL,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,666.159,2020-05-05 11:06:29.851206,67,2018-08
493902,2018,08,PERZDI07,PERZ,CTPEREZG,CT PEREZ - SECCO,LITORAL,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,665.333,2020-05-05 11:06:29.851206,67,2018-08
493903,2018,08,PERZDI08,PERZ,CTPEREZG,CT PEREZ - SECCO,LITORAL,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,667.057,2020-05-05 11:06:29.851206,67,2018-08
493904,2018,08,ANCHDI01,ANCH,CTANCHOG,CT ANCHORIS - METHAX,CUYO,Argentina,MOTOR DIESEL,Térmica,DI,,Cuyo,4015.026,2020-05-05 11:06:29.851206,67,2018-08
493905,2018,08,INDETG03,IND1,CTINDEPG,CT INDEPEND. ETAPA1 G MEDITERR,NOROESTE,Argentina,TURBO GAS,Térmica,TG,,Noa,1561.536,2020-05-05 11:06:29.851206,67,2018-08
493906,2018,08,BRC1DI01,BRC1,CBIORC1G,CENTRAL BIOELECTRICA R.CUARTO1,CENTRO,Argentina,BIOGAS,Renovable,BIOG,,Centro,1226.016,2020-05-05 11:06:29.851206,67,2018-08
493907,2018,08,RESCHI,RESCHI,PAHRESCG,PAH RIO ESCONDIDO-PATAG,COMAHUE,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Comahue,1755.652,2020-05-05 11:06:29.851206,67,2018-08
493908,2018,08,PILBDI01,PILB,CTPPILAG,CT PILAR BS AS- PAMPA ENERGÍA,GRAN BS.AS.,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,2499.213,2020-05-05 11:06:29.851206,67,2018-08
493909,2018,08,EZEITG01,EZEI,CTEZEI2G,CT EZEIZA ETAPA2 G MEDITERRANE,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,1723.392,2020-05-05 11:06:29.851206,67,2018-08
493910,2018,08,EZEITG02,EZEI,CTEZEIZG,CT EZEIZA ETAPA1 G MEDITERRANE,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,1610.4,2020-05-05 11:06:29.851206,67,2018-08
493911,2018,08,EZEITG03,EZEI,CTEZEIZG,CT EZEIZA ETAPA1 G MEDITERRANE,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,1552.416,2020-05-05 11:06:29.851206,67,2018-08
493912,2018,08,PILBDI02,PILB,CTPPILAG,CT PILAR BS AS- PAMPA ENERGÍA,GRAN BS.AS.,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,2578.419,2020-05-05 11:06:29.851206,67,2018-08
493913,2018,08,PILBDI03,PILB,CTPPILAG,CT PILAR BS AS- PAMPA ENERGÍA,GRAN BS.AS.,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,1708.829,2020-05-05 11:06:29.851206,67,2018-08
493914,2018,08,PILBDI04,PILB,CTPPILAG,CT PILAR BS AS- PAMPA ENERGÍA,GRAN BS.AS.,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,2592.926,2020-05-05 11:06:29.851206,67,2018-08
493915,2018,08,PILBDI05,PILB,CTPPILAG,CT PILAR BS AS- PAMPA ENERGÍA,GRAN BS.AS.,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,2615.294,2020-05-05 11:06:29.851206,67,2018-08
493916,2018,08,PILBDI06,PILB,CTPPILAG,CT PILAR BS AS- PAMPA ENERGÍA,GRAN BS.AS.,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,2567.96,2020-05-05 11:06:29.851206,67,2018-08
493917,2018,08,PESPTV01,PESP,ECOENERA,ECO-ENERGIA S.A.BIOMASA,NORESTE,Argentina,BIOMASA,Renovable,BIOM,,Nea,1608.274,2020-05-05 11:06:29.851206,67,2018-08
493918,2018,08,ANCHDI02,ANCH,CTANCHOG,CT ANCHORIS - METHAX,CUYO,Argentina,MOTOR DIESEL,Térmica,DI,,Cuyo,3743.282,2020-05-05 11:06:29.851206,67,2018-08
493919,2018,08,ANCHDI03,ANCH,CTANCHOG,CT ANCHORIS - METHAX,CUYO,Argentina,MOTOR DIESEL,Térmica,DI,,Cuyo,1175.244,2020-05-05 11:06:29.851206,67,2018-08
493920,2018,08,ANCHDI04,ANCH,CTANCHOG,CT ANCHORIS - METHAX,CUYO,Argentina,MOTOR DIESEL,Térmica,DI,,Cuyo,3813.734,2020-05-05 11:06:29.851206,67,2018-08
493921,2018,08,LCAMTG01,LCAM,CTLCAMPG,CT LOMA CAMPANA 1 -YPF,COMAHUE,Argentina,TURBO GAS,Térmica,TG,,Comahue,62480.184,2020-05-05 11:06:29.851206,67,2018-08
493922,2018,08,RAW3EO,RAW3EO,PERAWS3G,P.EOLICO RAWSON III - GENNEIA,PATAGONICA,Argentina,EOLICA,Renovable,EOL,,Patagonia,9164.239,2020-05-05 11:06:29.851206,67,2018-08
493923,2018,08,VOBLTV01,VOBL,CTVOBLIG,CT VUELTA DE OBLIGADO,LITORAL,Argentina,TURBO VAPOR,Térmica,CC,,Gba - Litoral - Buenos Aires,89691.486,2020-05-05 11:06:29.851206,67,2018-08
493924,2018,08,LCA2TG01,LCA2,CTLCAM2G,CT LOMA CAMPANA 2 -Y-GEN ELECT,COMAHUE,Argentina,TURBO GAS,Térmica,TG,,Comahue,25890.167,2020-05-05 11:06:29.851206,67,2018-08
493925,2018,08,BBLMDI01,BBLM,CTPBUEMG,CT PIEDRABUENA MG(L.LATA),BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,2279.232,2020-05-05 11:06:29.851206,67,2018-08
493926,2018,08,SPEVDI01,SPEV,CADESPVG,ENERGIA AGRO S.A.U,LITORAL,Argentina,BIOGAS,Renovable,BIOG,,Gba - Litoral - Buenos Aires,952.5,2020-05-05 11:06:29.851206,67,2018-08
493927,2018,08,BBLMDI02,BBLM,CTPBUEMG,CT PIEDRABUENA MG(L.LATA),BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,2355.797,2020-05-05 11:06:29.851206,67,2018-08
493928,2018,08,BBLMDI03,BBLM,CTPBUEMG,CT PIEDRABUENA MG(L.LATA),BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,1497.701,2020-05-05 11:06:29.851206,67,2018-08
493929,2018,08,BBLMDI04,BBLM,CTPBUEMG,CT PIEDRABUENA MG(L.LATA),BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,2269.54,2020-05-05 11:06:29.851206,67,2018-08
493930,2018,08,BBLMDI05,BBLM,CTPBUEMG,CT PIEDRABUENA MG(L.LATA),BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,1622.725,2020-05-05 11:06:29.851206,67,2018-08
493931,2018,08,BBLMDI06,BBLM,CTPBUEMG,CT PIEDRABUENA MG(L.LATA),BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,2343.133,2020-05-05 11:06:29.851206,67,2018-08
493932,2018,08,ALUATG05,ALUAR,ALUAMAUG,ALUAR SA - GENERADOR,PATAGONICA,Argentina,TURBO GAS,Térmica,TG,,Patagonia,73.609,2020-05-05 11:06:29.851206,67,2018-08
493933,2018,08,ALUATG06,ALUAR,ALUAMAUG,ALUAR SA - GENERADOR,PATAGONICA,Argentina,TURBO GAS,Térmica,TG,,Patagonia,185.002,2020-05-05 11:06:29.851206,67,2018-08
493934,2018,08,ALUATG07,ALUAR,ALUAMAUG,ALUAR SA - GENERADOR,PATAGONICA,Argentina,TURBO GAS,Térmica,CC,,Patagonia,834.315,2020-05-05 11:06:29.851206,67,2018-08
493935,2018,08,ALUATG08,ALUAR,ALUAMAUG,ALUAR SA - GENERADOR,PATAGONICA,Argentina,TURBO GAS,Térmica,CC,,Patagonia,152.747,2020-05-05 11:06:29.851206,67,2018-08
493936,2018,08,LUJBTG01,LUJB,CTLUJA2G,CT LUJAN II - ARAUCARIA ENERGY,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,0,2020-05-05 11:06:29.851206,67,2018-08
493937,2018,08,LUJBTG02,LUJB,CTLUJA2G,CT LUJAN II - ARAUCARIA ENERGY,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,0,2020-05-05 11:06:29.851206,67,2018-08
493938,2018,08,RENOTG01,RENO,CTRENOVG,CT RENOVA - ALBANESI ENERGIA,LITORAL,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,0,2020-05-05 11:06:29.851206,67,2018-08
493939,2018,08,PEDRTG01,PEDR,CTSPEDRG,CT SAN PEDRO - SPI ENERGY SA,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,11830.224,2020-05-05 11:06:29.851206,67,2018-08
493940,2018,08,BRCHTG01,BRCH,CTBRACHG,CT BRACHO - Y-GEN ELECTRICA II,NOROESTE,Argentina,TURBO GAS,Térmica,TG,,Noa,20709.161,2020-05-05 11:06:29.851206,67,2018-08
493941,2018,08,MAT3TG01,MAT3,CTMATH3G,CT MATHEU III - ARAUCARIA ENER,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,1624.339,2020-05-05 11:06:29.851206,67,2018-08
493942,2018,08,MAT3TG02,MAT3,CTMATH3G,CT MATHEU III - ARAUCARIA ENER,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,1505.162,2020-05-05 11:06:29.851206,67,2018-08
493943,2018,08,MAT3TG03,MAT3,CTMATH3G,CT MATHEU III - ARAUCARIA ENER,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,226.777,2020-05-05 11:06:29.851206,67,2018-08
493944,2018,08,MAT3TG04,MAT3,CTMATH3G,CT MATHEU III - ARAUCARIA ENER,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,1167.022,2020-05-05 11:06:29.851206,67,2018-08
493945,2018,08,ZARATG01,ZARA,CTPALM2G,CT LAS PALMAS 2 - ARAUCARIA,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,9084.617,2020-05-05 11:06:29.851206,67,2018-08
493946,2018,08,ZARATG02,ZARA,CTPALM2G,CT LAS PALMAS 2 - ARAUCARIA,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,9069.671,2020-05-05 11:06:29.851206,67,2018-08
493947,2018,08,BRKETG01,BRKE,CTBARKEG,CT BARKER,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,521.24,2020-05-05 11:06:29.851206,67,2018-08
493948,2018,08,BRKETG02,BRKE,CTBARKEG,CT BARKER,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,377.028,2020-05-05 11:06:29.851206,67,2018-08
493949,2018,08,BRKETG03,BRKE,CTBARKEG,CT BARKER,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,99.496,2020-05-05 11:06:29.851206,67,2018-08
493950,2018,08,ZARATG03,ZARA,CTPALM2G,CT LAS PALMAS 2 - ARAUCARIA,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,8894.127,2020-05-05 11:06:29.851206,67,2018-08
493951,2018,08,ZARATG04,ZARA,CTPALM2G,CT LAS PALMAS 2 - ARAUCARIA,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,85.776,2020-05-05 11:06:29.851206,67,2018-08
493952,2018,08,PEDRTG02,PEDR,CTSPEDRG,CT SAN PEDRO - SPI ENERGY SA,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,10450.896,2020-05-05 11:06:29.851206,67,2018-08
493953,2018,08,INDETG04,IND2,CTINDE2G,CT INDEPEND. ETAPA2 G MEDITERR,NOROESTE,Argentina,TURBO GAS,Térmica,TG,,Noa,1865.136,2020-05-05 11:06:29.851206,67,2018-08
493954,2018,08,VMA2TG01,VMA2,CTVMARIG,CT VILLA MARIA,CENTRO,Argentina,TURBO GAS,Térmica,TG,,Centro,14799.345,2020-05-05 11:06:29.851206,67,2018-08
493955,2018,08,VMA2TG02,VMA2,CTVMARIG,CT VILLA MARIA,CENTRO,Argentina,TURBO GAS,Térmica,TG,,Centro,14488.805,2020-05-05 11:06:29.851206,67,2018-08
493956,2018,08,VMA2TG03,VMA2,CTVMARIG,CT VILLA MARIA,CENTRO,Argentina,TURBO GAS,Térmica,TG,,Centro,14173.137,2020-05-05 11:06:29.851206,67,2018-08
493957,2018,08,BOLIDI01,BOLI,EDENBA1G,EDEN GENERACION,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,121.145,2020-05-05 11:06:29.851206,67,2018-08
493958,2018,08,MALLDI01,MALL,EDELARFG,EDELAR GENERACION,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,152.267,2020-05-05 11:06:29.851206,67,2018-08
493959,2018,08,NESPDI02,NESP,EDESAEGG,EMP.DIS.S.ESTERO GENERACION,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,617.847,2020-05-05 11:06:29.851206,67,2018-08
493960,2018,08,ALUATV01,ALUAR,ALUAMAUG,ALUAR SA - GENERADOR,PATAGONICA,Argentina,TURBO VAPOR,Térmica,CC,,Patagonia,0,2020-05-05 11:06:29.851206,67,2018-08
493961,2018,08,CCASDI01,CCAS,EDENBA1G,EDEN GENERACION,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,379.126,2020-05-05 11:06:29.851206,67,2018-08
493962,2018,08,9JULDI01,9JUL,CMOREN1G,COOP. MNO. MORENO BS. AS.GENER,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,219.026,2020-05-05 11:06:29.851206,67,2018-08
493963,2018,08,CASBDI01,CASB,EDESBA2G,EMP DIST ENERG SUR GENERACION,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,0.107,2020-05-05 11:06:29.851206,67,2018-08
493964,2018,08,TORNDI01,TORN,EDESBA2G,EMP DIST ENERG SUR GENERACION,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,0.21,2020-05-05 11:06:29.851206,67,2018-08
493965,2018,08,BRANDI01,BRAN,EDELAPIG,EDELAP SA GENERACION,GRAN BS.AS.,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,235.739,2020-05-05 11:06:29.851206,67,2018-08
493966,2018,08,PUANDI01,PUAN,EDESBA2G,EMP DIST ENERG SUR GENERACION,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,0,2020-05-05 11:06:29.851206,67,2018-08
493967,2018,08,GUAMDI01,GUAM,EDESBA2G,EMP DIST ENERG SUR GENERACION,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,7.009,2020-05-05 11:06:29.851206,67,2018-08
493968,2018,08,LVICDI01,LVIC,EDELARFG,EDELAR GENERACION,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,538.408,2020-05-05 11:06:29.851206,67,2018-08
493969,2018,08,MILADI01,MILA,EDELARFG,EDELAR GENERACION,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,149.191,2020-05-05 11:06:29.851206,67,2018-08
493970,2018,08,CORTEO,CORTEO,PECORTIG,P.EOLICO CORTI,BUENOS AIRES,Argentina,EOLICA,Renovable,EOL,,Gba - Litoral - Buenos Aires,36747.492,2020-05-05 11:06:29.851206,67,2018-08
493971,2018,08,PRODTV01,PROD,PRODEBIA,CT PRODEMAN BIOENERGÍA,CENTRO,Argentina,BIOMASA,Renovable,BIOM,,Centro,4000.837,2020-05-05 11:06:29.851206,67,2018-08
493972,2018,08,MANAEO,MANAEO,PEMBEHRG,P.EOLICO MANANTIALES BEHR,PATAGONICA,Argentina,EOLICA,Renovable,EOL,,Patagonia,24116.252,2020-05-05 11:06:29.851206,67,2018-08
493973,2018,08,ROCATV01,ROCA,CTROCARG,CT ROCA SA,COMAHUE,Argentina,TURBO VAPOR,Térmica,CC,,Comahue,24361.92,2020-05-05 11:06:29.851206,67,2018-08
493974,2018,08,CALOFV,CALOFV,CFCALDEG,C.FOTOV.CALDENES DEL OESTE,CENTRO,Argentina,FOTOVOLTAICA,Renovable,SOL,,Centro,4292.259,2020-05-05 11:06:29.851206,67,2018-08
493975,2018,08,LCASEO,LCASEO,PECASTEG,P.EOLICO LA CASTELLANA,BUENOS AIRES,Argentina,EOLICA,Renovable,EOL,,Gba - Litoral - Buenos Aires,19601.246,2020-05-05 11:06:29.851206,67,2018-08
493976,2018,08,SJU2FV,SJU2FV,PFOTOSJG,PTA FOTOVOLTAICA S.JUAN I-EPSE,CUYO,Argentina,FOTOVOLTAICA,Renovable,SOL,,Cuyo,83.708,2020-05-05 11:06:29.851206,67,2018-08
493977,2018,08,ACHIEO,ACHIEO,PEACHIRG,P.EOLICO ACHIRAS,CENTRO,Argentina,EOLICA,Renovable,EOL,,Centro,1610.286,2020-05-05 11:06:29.851206,67,2018-08
493978,2018,08,CUMBFV,CUMBFV,PFCUMBRG,PQUE FOTOVOLTAICO LA CUMBRE,CENTRO,Argentina,FOTOVOLTAICA,Renovable,SOL,,Centro,1298.205,2020-05-05 11:06:29.851206,67,2018-08
493979,2018,08,LLOMFV,LLOMFV,PFLOMITG,PQUE FOTOVOLTAICO LAS LOMITAS,CUYO,Argentina,FOTOVOLTAICA,Renovable,SOL,,Cuyo,73.163,2020-05-05 11:06:29.851206,67,2018-08
493980,2018,09,3ARRDI01,3ARR,QUIL3A3A,QUILMES - PLANTA TRES ARROYOS,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,0,2020-05-05 11:06:29.851206,67,2018-09
493981,2018,09,ABRODI01,ABRO,CTBROWNG,C.T. ALMIRANTE BROWN,GRAN BS.AS.,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,0,2020-05-05 11:06:29.851206,67,2018-09
493982,2018,09,ACAJTG01,CAPE,CAPEX-QA,CAPEX S.A. AUTOGENERADOR,COMAHUE,Argentina,TURBO GAS,Térmica,CC,,Comahue,18326.937,2020-05-05 11:06:29.851206,67,2018-09
493983,2018,09,ACAJTG02,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON,COMAHUE,Argentina,TURBO GAS,Térmica,CC,,Comahue,31639.501,2020-05-05 11:06:29.851206,67,2018-09
493984,2018,09,ACAJTG03,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON,COMAHUE,Argentina,TURBO GAS,Térmica,CC,,Comahue,30854.572,2020-05-05 11:06:29.851206,67,2018-09
493985,2018,09,ACAJTG04,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON,COMAHUE,Argentina,TURBO GAS,Térmica,CC,,Comahue,29964.801,2020-05-05 11:06:29.851206,67,2018-09
493986,2018,09,ACAJTG05,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON,COMAHUE,Argentina,TURBO GAS,Térmica,CC,,Comahue,33273.092,2020-05-05 11:06:29.851206,67,2018-09
493987,2018,09,ACAJTG06,CAPE,CAPEX-QA,CAPEX S.A. AUTOGENERADOR,COMAHUE,Argentina,TURBO GAS,Térmica,CC,,Comahue,84046.136,2020-05-05 11:06:29.851206,67,2018-09
493988,2018,09,ACAJTV07,CAPE,CAPEX-QA,CAPEX S.A. AUTOGENERADOR,COMAHUE,Argentina,TURBO VAPOR,Térmica,CC,,Comahue,156954.875,2020-05-05 11:06:29.851206,67,2018-09
493989,2018,09,ADTOHI,ADTOHI,HIDIAMAG,H. DIAMANTE SA,CUYO,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Cuyo,10861.911,2020-05-05 11:06:29.851206,67,2018-09
493990,2018,09,AESPTG01,AESP,CTAESPAG,C.T. AES PARANA,BUENOS AIRES,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,165537.108,2020-05-05 11:06:29.851206,67,2018-09
493991,2018,09,AESPTG02,AESP,CTAESPAG,C.T. AES PARANA,BUENOS AIRES,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,168247.262,2020-05-05 11:06:29.851206,67,2018-09
493992,2018,09,AESPTV01,AESP,CTAESPAG,C.T. AES PARANA,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,CC,,Gba - Litoral - Buenos Aires,203862.865,2020-05-05 11:06:29.851206,67,2018-09
493993,2018,09,ALEMDI01,ALEM,CTALEMAG,CT ALEM - AGGREKO,NORESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,2429.645,2020-05-05 11:06:29.851206,67,2018-09
493994,2018,09,ALICHI,ALICHI,HALICURG,AES ALICURA.,COMAHUE,Argentina,TURB HIDRAULICA,Hidráulica,HID,Alicurá,Comahue,122739.642,2020-05-05 11:06:29.851206,67,2018-09
