id,anio,mes,maquina,central,agente,agente_descripcion,region,pais,tipo_maquina,fuente_generacion,tecnologia,categoria_hidraulica,categoria_region,generacion_neta_MWh,fecha_proceso,lote_id_log,indice_tiempo
481607,2017,01,3ARRDI01,3ARR,QUIL3A3A,QUILMES - PLANTA TRES ARROYOS,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,0,2020-05-05 11:06:29.851206,67,2017-01
481608,2017,01,ABRODI01,ABRO,CTBROWNG,C.T. ALMIRANTE BROWN,GRAN BS.AS.,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,109.454,2020-05-05 11:06:29.851206,67,2017-01
481609,2017,01,ACAJTG01,CAPE,CAPEX-QA,CAPEX S.A. AUTOGENERADOR,COMAHUE,Argentina,TURBO GAS,Térmica,CC,,Comahue,26787.822,2020-05-05 11:06:29.851206,67,2017-01
481610,2017,01,ACAJTG02,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON,COMAHUE,Argentina,TURBO GAS,Térmica,CC,,Comahue,31017.278,2020-05-05 11:06:29.851206,67,2017-01
481611,2017,01,ACAJTG03,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON,COMAHUE,Argentina,TURBO GAS,Térmica,CC,,Comahue,31919.324,2020-05-05 11:06:29.851206,67,2017-01
481612,2017,01,ACAJTG04,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON,COMAHUE,Argentina,TURBO GAS,Térmica,CC,,Comahue,0,2020-05-05 11:06:29.851206,67,2017-01
481613,2017,01,ACAJTG05,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON,COMAHUE,Argentina,TURBO GAS,Térmica,CC,,Comahue,32119.929,2020-05-05 11:06:29.851206,67,2017-01
481614,2017,01,ACAJTG06,CAPE,CAPEX-QA,CAPEX S.A. AUTOGENERADOR,COMAHUE,Argentina,TURBO GAS,Térmica,CC,,Comahue,84377.268,2020-05-05 11:06:29.851206,67,2017-01
481615,2017,01,ACAJTV07,CAPE,CAPEX-QA,CAPEX S.A. AUTOGENERADOR,COMAHUE,Argentina,TURBO VAPOR,Térmica,CC,,Comahue,145191.668,2020-05-05 11:06:29.851206,67,2017-01
481616,2017,01,ADTOHI,ADTOHI,HIDIAMAG,H. DIAMANTE SA,CUYO,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Cuyo,42103.578,2020-05-05 11:06:29.851206,67,2017-01
481617,2017,01,AESPTG01,AESP,CTAESPAG,C.T. AES PARANA,BUENOS AIRES,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,162021.923,2020-05-05 11:06:29.851206,67,2017-01
481618,2017,01,AESPTG02,AESP,CTAESPAG,C.T. AES PARANA,BUENOS AIRES,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,159987.408,2020-05-05 11:06:29.851206,67,2017-01
481619,2017,01,AESPTV01,AESP,CTAESPAG,C.T. AES PARANA,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,CC,,Gba - Litoral - Buenos Aires,196176.737,2020-05-05 11:06:29.851206,67,2017-01
481620,2017,01,ALEMDI01,ALEM,CTALEMAG,CT ALEM - AGGREKO,NORESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,6567.996,2020-05-05 11:06:29.851206,67,2017-01
481621,2017,01,ALICHI,ALICHI,HALICURG,AES ALICURA.,COMAHUE,Argentina,TURB HIDRAULICA,Hidráulica,HID,Alicurá,Comahue,70502.299,2020-05-05 11:06:29.851206,67,2017-01
481622,2017,01,ALOMDI01,ALOM,YPFLOMQA,CENTRAL TÉRMICA LOMITA AUTOG.,COMAHUE,Argentina,MOTOR DIESEL,Térmica,DI,,Comahue,13392.148,2020-05-05 11:06:29.851206,67,2017-01
481623,2017,01,ALUMDI01,ALUM,CTALUMSG,CT ALUMINÉ - SECCO,COMAHUE,Argentina,MOTOR DIESEL,Térmica,DI,,Comahue,249.106,2020-05-05 11:06:29.851206,67,2017-01
481624,2017,01,AMEGHI,AMEGHI,HAMEGHIG,HIDROELECTRICA AMEGHINO SA,PATAGONICA,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Patagonia,11047.409,2020-05-05 11:06:29.851206,67,2017-01
481625,2017,01,ANATDI01,ANAT,CTANATSG,CT AÑATUYA - SULLAIR,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,2579.427,2020-05-05 11:06:29.851206,67,2017-01
481626,2017,01,ANATDI02,ANAT,CTANA2SG,CT AÑATUYA II - SULLAIR,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,876.197,2020-05-05 11:06:29.851206,67,2017-01
481627,2017,01,APARTV01,APAR,SIDESN1A,SIDERAR PTA. IND. SAN NICOLAS,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,584.311,2020-05-05 11:06:29.851206,67,2017-01
481628,2017,01,ARA2EO,ARA2EO,PEARAU2G,PARQUE EOLICO ARAUCO II SAPEM,NOROESTE,Argentina,EOLICA,Renovable,EOL,,Noa,5471.271,2020-05-05 11:06:29.851206,67,2017-01
481629,2017,01,ARAUEO,ARAUEO,PEARAUCG,PARQUE EOLICO ARAUCO SAPEM,NOROESTE,Argentina,EOLICA,Renovable,EOL,,Noa,1916.332,2020-05-05 11:06:29.851206,67,2017-01
481630,2017,01,ARGETG01,ARGE,SIDERCAC,SIDERCA SA(EX ARGENER-GEN.PAR),BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,107211.97,2020-05-05 11:06:29.851206,67,2017-01
481631,2017,01,ARISDI01,ARIS,CTARIVSG,CT ARISTOBU.DEL VALLE-SOENERGY,NORESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,3007.712,2020-05-05 11:06:29.851206,67,2017-01
481632,2017,01,ARMATG01,ARMA,CTLARMAG,CT LAS ARMAS - EMGASUD,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,1372.752,2020-05-05 11:06:29.851206,67,2017-01
481633,2017,01,ARMATG02,ARMA,CTLARMAG,CT LAS ARMAS - EMGASUD,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,1373.601,2020-05-05 11:06:29.851206,67,2017-01
481634,2017,01,ARMATG03,ARMA,CTLARM2G,CT LAS ARMAS II - EMGASUD,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,10816.637,2020-05-05 11:06:29.851206,67,2017-01
481635,2017,01,ARREDI01,ARRE,CTARREAG,CT ARRECIFES-AGGREKO,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,2210.445,2020-05-05 11:06:29.851206,67,2017-01
481636,2017,01,ARROHI,ARROHI,HCHOCONG,HIDROELECTRICA EL CHOCON SA,COMAHUE,Argentina,TURB HIDRAULICA,Hidráulica,HID,Arroyito,Comahue,39357.695,2020-05-05 11:06:29.851206,67,2017-01
481637,2017,01,ARROHINU,ARROHI,HCHOCONG,HIDROELECTRICA EL CHOCON SA,COMAHUE,Argentina,TURB HIDRAULICA,Hidráulica,HID,Arroyito,Comahue,2962.398,2020-05-05 11:06:29.851206,67,2017-01
481638,2017,01,ATU2NUCL,ATU2,NUCLEOEG,NUCLEOELECTRICA ARG. SA,BUENOS AIRES,Argentina,NUCLEAR,Nuclear,NUC,,Gba - Litoral - Buenos Aires,434572.551,2020-05-05 11:06:29.851206,67,2017-01
481639,2017,01,ATUCNUCL,ATUC,NUCLEOEG,NUCLEOELECTRICA ARG. SA,BUENOS AIRES,Argentina,NUCLEAR,Nuclear,NUC,,Gba - Litoral - Buenos Aires,202671.765,2020-05-05 11:06:29.851206,67,2017-01
481640,2017,01,AVALTG21,AVAL,CTALVALG,C.TERMICA ALTO VALLE,COMAHUE,Argentina,TURBO GAS,Térmica,TG,,Comahue,0,2020-05-05 11:06:29.851206,67,2017-01
481641,2017,01,AVALTG22,AVAL,CTALVALG,C.TERMICA ALTO VALLE,COMAHUE,Argentina,TURBO GAS,Térmica,CC,,Comahue,14742.983,2020-05-05 11:06:29.851206,67,2017-01
481642,2017,01,AVALTG23,AVAL,CTALVALG,C.TERMICA ALTO VALLE,COMAHUE,Argentina,TURBO GAS,Térmica,CC,,Comahue,13328.59,2020-05-05 11:06:29.851206,67,2017-01
481643,2017,01,AVALTV11,AVAL,CTALVALG,C.TERMICA ALTO VALLE,COMAHUE,Argentina,TURBO VAPOR,Térmica,TV,,Comahue,6812.595,2020-05-05 11:06:29.851206,67,2017-01
481644,2017,01,AVALTV12,AVAL,CTALVALG,C.TERMICA ALTO VALLE,COMAHUE,Argentina,TURBO VAPOR,Térmica,TV,,Comahue,7809.478,2020-05-05 11:06:29.851206,67,2017-01
481645,2017,01,BARIDI01,BARI,CTBARISG,CT BARILOCHE,COMAHUE,Argentina,MOTOR DIESEL,Térmica,DI,,Comahue,21.472,2020-05-05 11:06:29.851206,67,2017-01
481646,2017,01,BARKTG01,BARK,LOMABA3A,LOMA NEGRA - Pta. Barker,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,0,2020-05-05 11:06:29.851206,67,2017-01
481647,2017,01,BBLATV29,BBLA,CPBUENAG,CENTRAL PIEDRABUENA S.A.,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,133888.625,2020-05-05 11:06:29.851206,67,2017-01
481648,2017,01,BBLATV30,BBLA,CPBUENAG,CENTRAL PIEDRABUENA S.A.,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,3768.415,2020-05-05 11:06:29.851206,67,2017-01
481649,2017,01,BLOPTG01,BLOP,CTBRILOG,CT BRIGADIER LOPEZ,LITORAL,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,106375.295,2020-05-05 11:06:29.851206,67,2017-01
481650,2017,01,BRAGTG01,BRAG,CTBRAGAG,CT BRAGADO - EMGASUD,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,11460.365,2020-05-05 11:06:29.851206,67,2017-01
481651,2017,01,BRAGTG02,BRAG,CTBRAGAG,CT BRAGADO - EMGASUD,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,9263.342,2020-05-05 11:06:29.851206,67,2017-01
481652,2017,01,BROWTG01,BROW,TGBROWNG,TERMOELECTRICA GUILLERMO BROWN,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,125830.193,2020-05-05 11:06:29.851206,67,2017-01
481653,2017,01,BROWTG02,BROW,TGBROWNG,TERMOELECTRICA GUILLERMO BROWN,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,121826.626,2020-05-05 11:06:29.851206,67,2017-01
481654,2017,01,BSASTG01,BSAS,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,101705.275,2020-05-05 11:06:29.851206,67,2017-01
481655,2017,01,BSASTV01,BSAS,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,Argentina,TURBO VAPOR,Térmica,CC,,Gba - Litoral - Buenos Aires,47197.62,2020-05-05 11:06:29.851206,67,2017-01
481656,2017,01,BVILDI01,BVIL,CTBELLSG,CT BELL VILLE - SULLAIR,CENTRO,Argentina,MOTOR DIESEL,Térmica,DI,,Centro,6284.341,2020-05-05 11:06:29.851206,67,2017-01
481657,2017,01,CACHHI,CACHHI,CEMPPOMG,CONSORCIO POTRERILLOS,CUYO,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Cuyo,86287.438,2020-05-05 11:06:29.851206,67,2017-01
481658,2017,01,CADIHI,CADIHI,HTUCUMAG,HIDROELECTRICA TUCUMAN SA,NOROESTE,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Noa,495.239,2020-05-05 11:06:29.851206,67,2017-01
481659,2017,01,CALEHI,CALEHI,EPECORDG,EPEC GENERACION,CENTRO,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Centro,0,2020-05-05 11:06:29.851206,67,2017-01
481660,2017,01,CARLDI01,CARL,EPECORDG,EPEC GENERACION,CENTRO,Argentina,MOTOR DIESEL,Térmica,DI,,Centro,1352.054,2020-05-05 11:06:29.851206,67,2017-01
481661,2017,01,CARRHI,CARRHI,CEMPPOMG,CONSORCIO POTRERILLOS,CUYO,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Cuyo,12005.402,2020-05-05 11:06:29.851206,67,2017-01
481662,2017,01,CASSHI,CASSHI,EPECORDG,EPEC GENERACION,CENTRO,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Centro,4272.669,2020-05-05 11:06:29.851206,67,2017-01
481663,2017,01,CASTDI01,CAST,CTCASTAG,CT CASTELLI - AGGREKO,NORESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,8637.252,2020-05-05 11:06:29.851206,67,2017-01
481664,2017,01,CATADI01,CATA,EDECATKG,EDECAT GENERACION,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,1335.428,2020-05-05 11:06:29.851206,67,2017-01
481665,2017,01,CATDDI01,CATD,CTCATASG,CT CATAMARCA - SECCO,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,8923.058,2020-05-05 11:06:29.851206,67,2017-01
481666,2017,01,CAVIDI01,CAVI,CTCAVISG,CT CAVIAHUE - SECCO,COMAHUE,Argentina,MOTOR DIESEL,Térmica,DI,,Comahue,21.779,2020-05-05 11:06:29.851206,67,2017-01
481667,2017,01,CCOLHI,CCOLHI,CHCARACG,C.H.LOS CARACOLES - EPSE,CUYO,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Cuyo,88026.484,2020-05-05 11:06:29.851206,67,2017-01
481668,2017,01,CCORHI,CCORHI,AESJURAG,AES JURAMENTO,NOROESTE,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Noa,9829.224,2020-05-05 11:06:29.851206,67,2017-01
481669,2017,01,CDPITG21,CDPI,CTMENZAG,C. TERMICAS MENDOZA SA,CUYO,Argentina,TURBO GAS,Térmica,TG,,Cuyo,0,2020-05-05 11:06:29.851206,67,2017-01
481670,2017,01,CEJEHI,CEJEHI,EPECORDG,EPEC GENERACION,CENTRO,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Centro,184.855,2020-05-05 11:06:29.851206,67,2017-01
481671,2017,01,CEN17D01,CEMO,UGMCEN3G,UGEM 17 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,25.733,2020-05-05 11:06:29.851206,67,2017-01
481672,2017,01,CEN17D02,CEMO,UGMCEN3G,UGEM 17 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,27.539,2020-05-05 11:06:29.851206,67,2017-01
481673,2017,01,CEN17D03,CEMO,UGMCEN3G,UGEM 17 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,27.534,2020-05-05 11:06:29.851206,67,2017-01
481674,2017,01,CEN17D05,CEMO,UGMCEN3G,UGEM 17 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,27.977,2020-05-05 11:06:29.851206,67,2017-01
481675,2017,01,CEN17D06,CEMO,UGMCEN3G,UGEM 17 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,21.832,2020-05-05 11:06:29.851206,67,2017-01
481676,2017,01,CEN17D07,CEMO,UGMCEN3G,UGEM 17 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,81.987,2020-05-05 11:06:29.851206,67,2017-01
481677,2017,01,CEN17D09,CEMO,UGMCEN3G,UGEM 17 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,26.338,2020-05-05 11:06:29.851206,67,2017-01
481678,2017,01,CEN17D11,CEMO,UGMCEN3G,UGEM 17 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,20.114,2020-05-05 11:06:29.851206,67,2017-01
481679,2017,01,CEN18D01,CEMO,UGMCEN4G,UGEM 18 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,101.319,2020-05-05 11:06:29.851206,67,2017-01
481680,2017,01,CEN18D03,CEMO,UGMCEN4G,UGEM 18 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,0,2020-05-05 11:06:29.851206,67,2017-01
481681,2017,01,CEN18D04,CEMO,UGMCEN4G,UGEM 18 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,22.729,2020-05-05 11:06:29.851206,67,2017-01
481682,2017,01,CEN18D05,CEMO,UGMCEN4G,UGEM 18 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,4.843,2020-05-05 11:06:29.851206,67,2017-01
481683,2017,01,CEN18D08,CEMO,UGMCEN4G,UGEM 18 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,27.331,2020-05-05 11:06:29.851206,67,2017-01
481684,2017,01,CEN4DI06,CEMO,UGMCEN1G,UGEM 04 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,3.89,2020-05-05 11:06:29.851206,67,2017-01
481685,2017,01,CEN4DI09,CEMO,UGMCEN1G,UGEM 04 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,17.385,2020-05-05 11:06:29.851206,67,2017-01
481686,2017,01,CEN4DI11,CEMO,UGMCEN1G,UGEM 04 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,0,2020-05-05 11:06:29.851206,67,2017-01
481687,2017,01,CEN8DI04,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,0,2020-05-05 11:06:29.851206,67,2017-01
481688,2017,01,CEN8DI08,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,0,2020-05-05 11:06:29.851206,67,2017-01
481689,2017,01,CEN8DI09,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,0,2020-05-05 11:06:29.851206,67,2017-01
481690,2017,01,CEN8DI10,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,0,2020-05-05 11:06:29.851206,67,2017-01
481691,2017,01,CEN8DI11,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,0,2020-05-05 11:06:29.851206,67,2017-01
481692,2017,01,CEN8DI12,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,2,2020-05-05 11:06:29.851206,67,2017-01
481693,2017,01,CEN8DI14,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,0,2020-05-05 11:06:29.851206,67,2017-01
481694,2017,01,CEN8DI17,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,0,2020-05-05 11:06:29.851206,67,2017-01
481695,2017,01,CEN8DI18,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,0,2020-05-05 11:06:29.851206,67,2017-01
481696,2017,01,CEN8DI19,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,3.299,2020-05-05 11:06:29.851206,67,2017-01
481697,2017,01,CEN8DI20,CEMO,UGMCEN2G,UGEM 08 - CENTRO - ENARSA,GENERAC MOVIL,Argentina,GENERAC. MOVIL,Térmica,DI,,Unidades Móviles,0,2020-05-05 11:06:29.851206,67,2017-01
481698,2017,01,CEPUTG11,NPUE,CPUERTOG,CENTRAL PUERTO SA,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,136303.946,2020-05-05 11:06:29.851206,67,2017-01
481699,2017,01,CEPUTG12,NPUE,CPUERTOG,CENTRAL PUERTO SA,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,132748.231,2020-05-05 11:06:29.851206,67,2017-01
481700,2017,01,CEPUTV10,NPUE,CPUERTOG,CENTRAL PUERTO SA,GRAN BS.AS.,Argentina,TURBO VAPOR,Térmica,CC,,Gba - Litoral - Buenos Aires,148932.838,2020-05-05 11:06:29.851206,67,2017-01
481701,2017,01,CEREDI01,CERE,CTCERSSG,CT CERES - SECCO,LITORAL,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,1918.99,2020-05-05 11:06:29.851206,67,2017-01
481702,2017,01,CERITV01,CERI,ECOENERG,PAMPA ENERGIA SA,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,8951.052,2020-05-05 11:06:29.851206,67,2017-01
481703,2017,01,CESPHI,CESPHI,CHCESPEG,CENTRAL HIDRAULICA CESPEDES,COMAHUE,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Comahue,2157.127,2020-05-05 11:06:29.851206,67,2017-01
481704,2017,01,CHARDI01,CHAR,CTCHARSG,CT CHARATA - SULLAIR,NORESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,1756.447,2020-05-05 11:06:29.851206,67,2017-01
481705,2017,01,CHARDI02,CHAR,CTCHARSG,CT CHARATA - SULLAIR,NORESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,3219.37,2020-05-05 11:06:29.851206,67,2017-01
481706,2017,01,CHI1FV,CHI1FV,CFCHIM1G,C.FOTOV. CHIMBERAS 1,CUYO,Argentina,FOTOVOLTAICA,Renovable,SOL,,Cuyo,357.244,2020-05-05 11:06:29.851206,67,2017-01
481707,2017,01,CHILDI01,CHIL,EDELARFG,EDELAR GENERACION,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,0,2020-05-05 11:06:29.851206,67,2017-01
481708,2017,01,CHLEDI01,CHLE,CTCHILSG,CT CHILECITO - SECCO,NOROESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,5660.263,2020-05-05 11:06:29.851206,67,2017-01
481709,2017,01,CHOCHI,CHOCHI,HCHOCONG,HIDROELECTRICA EL CHOCON SA,COMAHUE,Argentina,TURB HIDRAULICA,Hidráulica,HID,Chocón,Comahue,156494.617,2020-05-05 11:06:29.851206,67,2017-01
481710,2017,01,CIPODI01,CIPO,CTCIPOAG,CT CIPOLLETI - AGGREKO,COMAHUE,Argentina,MOTOR DIESEL,Térmica,DI,,Comahue,970.436,2020-05-05 11:06:29.851206,67,2017-01
481711,2017,01,CIPOHI,CIPOHI,CHCIPOLG,CENTRAL HIDRAULICA CIPOLLETTI,COMAHUE,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Comahue,0,2020-05-05 11:06:29.851206,67,2017-01
481712,2017,01,COLBDI01,COLB,CTCOLBUG,CT COLON BS.AS - SULLAIR,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,3579.799,2020-05-05 11:06:29.851206,67,2017-01
481713,2017,01,CONDHI,CONDHI,CEMPPOMG,CONSORCIO POTRERILLOS,CUYO,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Cuyo,36064.02,2020-05-05 11:06:29.851206,67,2017-01
481714,2017,01,COROHI,COROHI,GEMSAMEG,GENERADORA ELECTRICA MENDOZ.SA,CUYO,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Cuyo,3797.003,2020-05-05 11:06:29.851206,67,2017-01
481715,2017,01,CORRDI01,CORR,CTCORRAG,CT CORRIENTES - AGGREKO,NORESTE,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,4580.584,2020-05-05 11:06:29.851206,67,2017-01
481716,2017,01,COSTTG08,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,77796.18,2020-05-05 11:06:29.851206,67,2017-01
481717,2017,01,COSTTG09,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,69274.305,2020-05-05 11:06:29.851206,67,2017-01
481718,2017,01,COSTTV01,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,36704.97,2020-05-05 11:06:29.851206,67,2017-01
481719,2017,01,COSTTV02,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,16098.48,2020-05-05 11:06:29.851206,67,2017-01
481720,2017,01,COSTTV03,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,21949.74,2020-05-05 11:06:29.851206,67,2017-01
481721,2017,01,COSTTV04,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,24715.8,2020-05-05 11:06:29.851206,67,2017-01
481722,2017,01,COSTTV06,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,4.3,2020-05-05 11:06:29.851206,67,2017-01
481723,2017,01,COSTTV07,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,69643.883,2020-05-05 11:06:29.851206,67,2017-01
481724,2017,01,COSTTV10,COST,CCOSTANG,ENDESA COSTANERA SA,GRAN BS.AS.,Argentina,TURBO VAPOR,Térmica,CC,,Gba - Litoral - Buenos Aires,81198.9,2020-05-05 11:06:29.851206,67,2017-01
