id,anio,mes,maquina,central,agente,agente_descripcion,tipo_maquina,fuente_generacion,tecnologia,combustible,consumo,fecha_proceso,lote_id_log,indice_tiempo
210851,2017,01,ABRODI01,ABRO,CTBROWNG,C.T. ALMIRANTE BROWN,MOTOR DIESEL,Térmica,DI,GAS OIL,30.564,2020-05-05 11:07:07.467556,67,2017-01
210852,2017,01,ACAJTG01,CAPE,CAPEX-QA,CAPEX S.A. AUTOGENERADOR,TURBO GAS,Térmica,CC,GAS NATURAL,11734.436,2020-05-05 11:07:07.467556,67,2017-01
210853,2017,01,ACAJTG02,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON,TURBO GAS,Térmica,CC,GAS NATURAL,12363.875,2020-05-05 11:07:07.467556,67,2017-01
210854,2017,01,ACAJTG03,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON,TURBO GAS,Térmica,CC,GAS NATURAL,12411.323,2020-05-05 11:07:07.467556,67,2017-01
210855,2017,01,ACAJTG05,ACAJ,CAPEXSAG,C.T. AGUA DEL CAJON,TURBO GAS,Térmica,CC,GAS NATURAL,12482.911,2020-05-05 11:07:07.467556,67,2017-01
210856,2017,01,ACAJTG06,CAPE,CAPEX-QA,CAPEX S.A. AUTOGENERADOR,TURBO GAS,Térmica,CC,GAS NATURAL,35083.167,2020-05-05 11:07:07.467556,67,2017-01
210857,2017,01,AESPTG01,AESP,CTAESPAG,C.T. AES PARANA,TURBO GAS,Térmica,CC,GAS NATURAL,49646.164,2020-05-05 11:07:07.467556,67,2017-01
210858,2017,01,AESPTG02,AESP,CTAESPAG,C.T. AES PARANA,TURBO GAS,Térmica,CC,GAS NATURAL,49763.863,2020-05-05 11:07:07.467556,67,2017-01
210859,2017,01,ALEMDI01,ALEM,CTALEMAG,CT ALEM - AGGREKO,MOTOR DIESEL,Térmica,DI,GAS OIL,1750.29,2020-05-05 11:07:07.467556,67,2017-01
210860,2017,01,ALOMDI01,ALOM,YPFLOMQA,CENTRAL TÉRMICA LOMITA AUTOG.,MOTOR DIESEL,Térmica,DI,GAS NATURAL,2686.402,2020-05-05 11:07:07.467556,67,2017-01
210861,2017,01,ALUMDI01,ALUM,CTALUMSG,CT ALUMINÉ - SECCO,MOTOR DIESEL,Térmica,DI,GAS OIL,65.928,2020-05-05 11:07:07.467556,67,2017-01
210862,2017,01,ANATDI01,ANAT,CTANATSG,CT AÑATUYA - SULLAIR,MOTOR DIESEL,Térmica,DI,GAS OIL,673.699,2020-05-05 11:07:07.467556,67,2017-01
210863,2017,01,ANATDI02,ANAT,CTANA2SG,CT AÑATUYA II - SULLAIR,MOTOR DIESEL,Térmica,DI,GAS OIL,231,2020-05-05 11:07:07.467556,67,2017-01
210864,2017,01,APARTV01,APAR,SIDESN1A,SIDERAR PTA. IND. SAN NICOLAS,TURBO VAPOR,Térmica,TV,GAS NATURAL,194.78,2020-05-05 11:07:07.467556,67,2017-01
210865,2017,01,ARGETG01,ARGE,SIDERCAC,SIDERCA SA(EX ARGENER-GEN.PAR),TURBO GAS,Térmica,TG,GAS NATURAL,24599.913,2020-05-05 11:07:07.467556,67,2017-01
210866,2017,01,ARISDI01,ARIS,CTARIVSG,CT ARISTOBU.DEL VALLE-SOENERGY,MOTOR DIESEL,Térmica,DI,GAS OIL,798.897,2020-05-05 11:07:07.467556,67,2017-01
210867,2017,01,ARMATG01,ARMA,CTLARMAG,CT LAS ARMAS - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,463.111,2020-05-05 11:07:07.467556,67,2017-01
210868,2017,01,ARMATG02,ARMA,CTLARMAG,CT LAS ARMAS - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,434.676,2020-05-05 11:07:07.467556,67,2017-01
210869,2017,01,ARMATG03,ARMA,CTLARM2G,CT LAS ARMAS II - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,3218.483,2020-05-05 11:07:07.467556,67,2017-01
210870,2017,01,ARREDI01,ARRE,CTARREAG,CT ARRECIFES-AGGREKO,MOTOR DIESEL,Térmica,DI,GAS OIL,632.379,2020-05-05 11:07:07.467556,67,2017-01
210871,2017,01,AVALTG22,AVAL,CTALVALG,C.TERMICA ALTO VALLE,TURBO GAS,Térmica,CC,GAS NATURAL,6375.779,2020-05-05 11:07:07.467556,67,2017-01
210872,2017,01,AVALTG23,AVAL,CTALVALG,C.TERMICA ALTO VALLE,TURBO GAS,Térmica,CC,GAS NATURAL,5688.14,2020-05-05 11:07:07.467556,67,2017-01
210873,2017,01,BARIDI01,BARI,CTBARISG,CT BARILOCHE,MOTOR DIESEL,Térmica,DI,GAS OIL,7.557,2020-05-05 11:07:07.467556,67,2017-01
210874,2017,01,BBLATV29,BBLA,CPBUENAG,CENTRAL PIEDRABUENA S.A.,TURBO VAPOR,Térmica,TV,FUEL OIL,30718.967,2020-05-05 11:07:07.467556,67,2017-01
210875,2017,01,BBLATV29,BBLA,CPBUENAG,CENTRAL PIEDRABUENA S.A.,TURBO VAPOR,Térmica,TV,GAS NATURAL,4984.853,2020-05-05 11:07:07.467556,67,2017-01
210876,2017,01,BBLATV30,BBLA,CPBUENAG,CENTRAL PIEDRABUENA S.A.,TURBO VAPOR,Térmica,TV,GAS NATURAL,3334.113,2020-05-05 11:07:07.467556,67,2017-01
210877,2017,01,BLOPTG01,BLOP,CTBRILOG,CT BRIGADIER LOPEZ,TURBO GAS,Térmica,TG,GAS NATURAL,29457.396,2020-05-05 11:07:07.467556,67,2017-01
210878,2017,01,BRAGTG01,BRAG,CTBRAGAG,CT BRAGADO - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,3484.288,2020-05-05 11:07:07.467556,67,2017-01
210879,2017,01,BRAGTG02,BRAG,CTBRAGAG,CT BRAGADO - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,2756.013,2020-05-05 11:07:07.467556,67,2017-01
210880,2017,01,BROWTG01,BROW,TGBROWNG,TERMOELECTRICA GUILLERMO BROWN,TURBO GAS,Térmica,TG,GAS NATURAL,34819.288,2020-05-05 11:07:07.467556,67,2017-01
210881,2017,01,BROWTG02,BROW,TGBROWNG,TERMOELECTRICA GUILLERMO BROWN,TURBO GAS,Térmica,TG,GAS NATURAL,34322.779,2020-05-05 11:07:07.467556,67,2017-01
210882,2017,01,BSASTG01,BSAS,CCOSTANG,ENDESA COSTANERA SA,TURBO GAS,Térmica,CC,GAS NATURAL,33616.209,2020-05-05 11:07:07.467556,67,2017-01
210883,2017,01,BVILDI01,BVIL,CTBELLSG,CT BELL VILLE - SULLAIR,MOTOR DIESEL,Térmica,DI,GAS OIL,1668.56,2020-05-05 11:07:07.467556,67,2017-01
210884,2017,01,CARLDI01,CARL,EPECORDG,EPEC GENERACION,MOTOR DIESEL,Térmica,DI,GAS OIL,362.054,2020-05-05 11:07:07.467556,67,2017-01
210885,2017,01,CASTDI01,CAST,CTCASTAG,CT CASTELLI - AGGREKO,MOTOR DIESEL,Térmica,DI,GAS OIL,2246.971,2020-05-05 11:07:07.467556,67,2017-01
210886,2017,01,CATADI01,CATA,EDECATKG,EDECAT GENERACION,MOTOR DIESEL,Térmica,DI,GAS OIL,434.362,2020-05-05 11:07:07.467556,67,2017-01
210887,2017,01,CATDDI01,CATD,CTCATASG,CT CATAMARCA - SECCO,MOTOR DIESEL,Térmica,DI,GAS OIL,2380.486,2020-05-05 11:07:07.467556,67,2017-01
210888,2017,01,CAVIDI01,CAVI,CTCAVISG,CT CAVIAHUE - SECCO,MOTOR DIESEL,Térmica,DI,GAS OIL,6.216,2020-05-05 11:07:07.467556,67,2017-01
210889,2017,01,CEPUTG11,NPUE,CPUERTOG,CENTRAL PUERTO SA,TURBO GAS,Térmica,CC,GAS NATURAL,41739.223,2020-05-05 11:07:07.467556,67,2017-01
210890,2017,01,CEPUTG12,NPUE,CPUERTOG,CENTRAL PUERTO SA,TURBO GAS,Térmica,CC,GAS NATURAL,40920.815,2020-05-05 11:07:07.467556,67,2017-01
210891,2017,01,CEREDI01,CERE,CTCERSSG,CT CERES - SECCO,MOTOR DIESEL,Térmica,DI,GAS OIL,505.259,2020-05-05 11:07:07.467556,67,2017-01
210892,2017,01,CHARDI01,CHAR,CTCHARSG,CT CHARATA - SULLAIR,MOTOR DIESEL,Térmica,DI,GAS OIL,456.567,2020-05-05 11:07:07.467556,67,2017-01
210893,2017,01,CHARDI02,CHAR,CTCHARSG,CT CHARATA - SULLAIR,MOTOR DIESEL,Térmica,DI,GAS OIL,834.515,2020-05-05 11:07:07.467556,67,2017-01
210894,2017,01,CHLEDI01,CHLE,CTCHILSG,CT CHILECITO - SECCO,MOTOR DIESEL,Térmica,DI,GAS OIL,1540.306,2020-05-05 11:07:07.467556,67,2017-01
210895,2017,01,CIPODI01,CIPO,CTCIPOAG,CT CIPOLLETI - AGGREKO,MOTOR DIESEL,Térmica,DI,GAS OIL,254.546,2020-05-05 11:07:07.467556,67,2017-01
210896,2017,01,COLBDI01,COLB,CTCOLBUG,CT COLON BS.AS - SULLAIR,MOTOR DIESEL,Térmica,DI,GAS OIL,896.183,2020-05-05 11:07:07.467556,67,2017-01
210897,2017,01,CORRDI01,CORR,CTCORRAG,CT CORRIENTES - AGGREKO,MOTOR DIESEL,Térmica,DI,GAS OIL,1208.66,2020-05-05 11:07:07.467556,67,2017-01
210898,2017,01,COSTTG08,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO GAS,Térmica,CC,GAS NATURAL,24423.964,2020-05-05 11:07:07.467556,67,2017-01
210899,2017,01,COSTTG09,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO GAS,Térmica,CC,GAS NATURAL,21838.325,2020-05-05 11:07:07.467556,67,2017-01
210900,2017,01,COSTTV01,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO VAPOR,Térmica,TV,FUEL OIL,1640.417,2020-05-05 11:07:07.467556,67,2017-01
210901,2017,01,COSTTV01,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO VAPOR,Térmica,TV,GAS NATURAL,13096.346,2020-05-05 11:07:07.467556,67,2017-01
210902,2017,01,COSTTV02,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO VAPOR,Térmica,TV,FUEL OIL,165.735,2020-05-05 11:07:07.467556,67,2017-01
210903,2017,01,COSTTV02,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO VAPOR,Térmica,TV,GAS NATURAL,6240.388,2020-05-05 11:07:07.467556,67,2017-01
210904,2017,01,COSTTV03,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO VAPOR,Térmica,TV,FUEL OIL,771.555,2020-05-05 11:07:07.467556,67,2017-01
210905,2017,01,COSTTV03,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO VAPOR,Térmica,TV,GAS NATURAL,7613.886,2020-05-05 11:07:07.467556,67,2017-01
210906,2017,01,COSTTV04,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO VAPOR,Térmica,TV,FUEL OIL,281.84,2020-05-05 11:07:07.467556,67,2017-01
210907,2017,01,COSTTV04,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO VAPOR,Térmica,TV,GAS NATURAL,9290.809,2020-05-05 11:07:07.467556,67,2017-01
210908,2017,01,COSTTV06,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO VAPOR,Térmica,TV,GAS NATURAL,90.69,2020-05-05 11:07:07.467556,67,2017-01
210909,2017,01,COSTTV07,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO VAPOR,Térmica,TV,FUEL OIL,2327.194,2020-05-05 11:07:07.467556,67,2017-01
210910,2017,01,COSTTV07,COST,CCOSTANG,ENDESA COSTANERA SA,TURBO VAPOR,Térmica,TV,GAS NATURAL,22687.368,2020-05-05 11:07:07.467556,67,2017-01
210911,2017,01,CSARDI01,CSAR,CTCSARSG,CT CAPITAN SARMIENTO - SECCO,MOTOR DIESEL,Térmica,DI,GAS OIL,712.396,2020-05-05 11:07:07.467556,67,2017-01
210912,2017,01,CURUTG01,CURU,CTCURUGG,CT CONC.DEL URUGUAY - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,1042.065,2020-05-05 11:07:07.467556,67,2017-01
210913,2017,01,CURUTG02,CURU,CTCURU2G,CT CONC.DEL URUGUAY II-EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,1063.41,2020-05-05 11:07:07.467556,67,2017-01
210914,2017,01,DFUNTG01,DFUN,EPECORDG,EPEC GENERACION,TURBO GAS,Térmica,TG,GAS NATURAL,409.087,2020-05-05 11:07:07.467556,67,2017-01
210915,2017,01,DFUNTG02,DFUN,EPECORDG,EPEC GENERACION,TURBO GAS,Térmica,TG,GAS NATURAL,406.706,2020-05-05 11:07:07.467556,67,2017-01
210916,2017,01,DIQUTG02,DIQU,CTDIQUEG,CENTRAL DIQUE S.A.,TURBO GAS,Térmica,TG,GAS NATURAL,244.621,2020-05-05 11:07:07.467556,67,2017-01
210917,2017,01,DIQUTG03,DIQU,CTDIQUEG,CENTRAL DIQUE S.A.,TURBO GAS,Térmica,TG,GAS NATURAL,262.928,2020-05-05 11:07:07.467556,67,2017-01
210918,2017,01,DSUDTG07,DSUD,CTDOCKSG,CENTRAL DOCK SUD,TURBO GAS,Térmica,TG,GAS NATURAL,749.096,2020-05-05 11:07:07.467556,67,2017-01
210919,2017,01,DSUDTG08,DSUD,CTDOCKSG,CENTRAL DOCK SUD,TURBO GAS,Térmica,TG,GAS NATURAL,272.087,2020-05-05 11:07:07.467556,67,2017-01
210920,2017,01,DSUDTG09,DSUD,CTDOCKSG,CENTRAL DOCK SUD,TURBO GAS,Térmica,CC,GAS NATURAL,45169.62,2020-05-05 11:07:07.467556,67,2017-01
210921,2017,01,DSUDTG10,DSUD,CTDOCKSG,CENTRAL DOCK SUD,TURBO GAS,Térmica,CC,GAS NATURAL,48722.583,2020-05-05 11:07:07.467556,67,2017-01
210922,2017,01,EBARTG01,EBAR,CTBARRAG,CT BARRAGAN - ENARSA,TURBO GAS,Térmica,TG,GAS NATURAL,33395.606,2020-05-05 11:07:07.467556,67,2017-01
210923,2017,01,EBARTG02,EBAR,CTBARRAG,CT BARRAGAN - ENARSA,TURBO GAS,Térmica,TG,GAS NATURAL,34994.885,2020-05-05 11:07:07.467556,67,2017-01
210924,2017,01,ELOMDI01,ELOM,PETRELRA,YAC.ENTRE LOMAS AUTOGENERADOR,MOTOR DIESEL,Térmica,DI,GAS NATURAL,614.967,2020-05-05 11:07:07.467556,67,2017-01
210925,2017,01,ENSETG01,ENSE,LAPLATAC,LA PLATA COGENERACION SA,TURBO GAS,Térmica,TG,GAS NATURAL,18288.912,2020-05-05 11:07:07.467556,67,2017-01
210926,2017,01,ESQDDI01,ESQD,CTESQUSG,CT ESQUINA - SOENERGY,MOTOR DIESEL,Térmica,DI,GAS OIL,337.597,2020-05-05 11:07:07.467556,67,2017-01
210927,2017,01,FORDDI01,FORD,CTFORMAG,CT FORMOSA - APR ENERGY,MOTOR DIESEL,Térmica,DI,GAS OIL,1037.74,2020-05-05 11:07:07.467556,67,2017-01
210928,2017,01,FORDDI02,FORD,CTFORMAG,CT FORMOSA - APR ENERGY,MOTOR DIESEL,Térmica,DI,GAS OIL,1151.414,2020-05-05 11:07:07.467556,67,2017-01
210929,2017,01,GBELTG01,GBEL,TMBELGRG,TERMOELECTRICA M.BELGRANO S.A.,TURBO GAS,Térmica,CC,GAS NATURAL,45661.268,2020-05-05 11:07:07.467556,67,2017-01
210930,2017,01,GBELTG01,GBEL,TMBELGRG,TERMOELECTRICA M.BELGRANO S.A.,TURBO GAS,Térmica,CC,GAS OIL,7.764,2020-05-05 11:07:07.467556,67,2017-01
210931,2017,01,GBELTG02,GBEL,TMBELGRG,TERMOELECTRICA M.BELGRANO S.A.,TURBO GAS,Térmica,CC,GAS NATURAL,48311.991,2020-05-05 11:07:07.467556,67,2017-01
210932,2017,01,GBELTG02,GBEL,TMBELGRG,TERMOELECTRICA M.BELGRANO S.A.,TURBO GAS,Térmica,CC,GAS OIL,8.246,2020-05-05 11:07:07.467556,67,2017-01
210933,2017,01,GEBATG01,GEBA,GENELBAG,GENELBA - PETROBRAS,TURBO GAS,Térmica,CC,GAS NATURAL,43210.135,2020-05-05 11:07:07.467556,67,2017-01
210934,2017,01,GEBATG02,GEBA,GENELBAG,GENELBA - PETROBRAS,TURBO GAS,Térmica,CC,GAS NATURAL,42317.822,2020-05-05 11:07:07.467556,67,2017-01
210935,2017,01,GEBATG03,GEBA,GENELPLG,PAMPA ENERGIA SA,TURBO GAS,Térmica,TG,GAS NATURAL,12328.269,2020-05-05 11:07:07.467556,67,2017-01
210936,2017,01,GOYDDI01,GOYD,CTGOYASG,CT GOYA - SECCO,MOTOR DIESEL,Térmica,DI,GAS OIL,827.498,2020-05-05 11:07:07.467556,67,2017-01
210937,2017,01,GUEMTG01,GUEM,CTGUEPLG,PAMPA ENERGIA SA,TURBO GAS,Térmica,TG,GAS NATURAL,13864.097,2020-05-05 11:07:07.467556,67,2017-01
210938,2017,01,GUEMTV12,GUEM,CTGUEMEG,C.TERMICA GUEMES S.A.,TURBO VAPOR,Térmica,TV,GAS NATURAL,13329.429,2020-05-05 11:07:07.467556,67,2017-01
210939,2017,01,GUEMTV13,GUEM,CTGUEMEG,C.TERMICA GUEMES S.A.,TURBO VAPOR,Térmica,TV,GAS NATURAL,20144.631,2020-05-05 11:07:07.467556,67,2017-01
210940,2017,01,INDETG01,INDE,GINDEPEG,GENERACION INDEPENDENCIA S.A.,TURBO GAS,Térmica,TG,GAS NATURAL,4805.265,2020-05-05 11:07:07.467556,67,2017-01
210941,2017,01,INDETG02,INDE,GINDEPEG,GENERACION INDEPENDENCIA S.A.,TURBO GAS,Térmica,TG,GAS NATURAL,5721.345,2020-05-05 11:07:07.467556,67,2017-01
210942,2017,01,INTADI01,INTA,CTINTASG,CT INTA CATAMARCA - SECCO,MOTOR DIESEL,Térmica,DI,GAS OIL,595.027,2020-05-05 11:07:07.467556,67,2017-01
210943,2017,01,ISVEDI01,ISVE,CTISLAAG,CT ISLA VERDE - AGGREKO,MOTOR DIESEL,Térmica,DI,GAS OIL,1277.635,2020-05-05 11:07:07.467556,67,2017-01
210944,2017,01,ITATDI01,ITAT,CTITATTG,CT ITATI - TURBODISEL,MOTOR DIESEL,Térmica,DI,GAS OIL,548.475,2020-05-05 11:07:07.467556,67,2017-01
210945,2017,01,JUARDI01,JUAR,CTJUARSG,CT ING JUAREZ - SECCO,MOTOR DIESEL,Térmica,DI,GAS OIL,299.229,2020-05-05 11:07:07.467556,67,2017-01
210946,2017,01,JUNIDI01,JUNI,CTJUNISG,CT JUNIN,MOTOR DIESEL,Térmica,DI,GAS OIL,1830.832,2020-05-05 11:07:07.467556,67,2017-01
210947,2017,01,LBANTG21,LBAN,GELABANG,GENERACION LA BANDA S.A.,TURBO GAS,Térmica,TG,GAS NATURAL,115.611,2020-05-05 11:07:07.467556,67,2017-01
210948,2017,01,LBANTG21,LBAN,GELABANG,GENERACION LA BANDA S.A.,TURBO GAS,Térmica,TG,GAS OIL,18.466,2020-05-05 11:07:07.467556,67,2017-01
210949,2017,01,LBANTG22,LBAN,GELABANG,GENERACION LA BANDA S.A.,TURBO GAS,Térmica,TG,GAS NATURAL,31.356,2020-05-05 11:07:07.467556,67,2017-01
210950,2017,01,LBLADI01,LBLA,CTLBLASG,CT LAGUNA BLANCA - SECCO,MOTOR DIESEL,Térmica,DI,GAS OIL,531.039,2020-05-05 11:07:07.467556,67,2017-01
210951,2017,01,LDCUTG22,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA,TURBO GAS,Térmica,CC,GAS NATURAL,6208.949,2020-05-05 11:07:07.467556,67,2017-01
210952,2017,01,LDCUTG23,LDCU,CTMENZAC,C T MENDOZA COGENERADOR,TURBO GAS,Térmica,TG,GAS NATURAL,1779.776,2020-05-05 11:07:07.467556,67,2017-01
210953,2017,01,LDCUTG24,LDCU,CTMENZAC,C T MENDOZA COGENERADOR,TURBO GAS,Térmica,TG,GAS NATURAL,1883.435,2020-05-05 11:07:07.467556,67,2017-01
210954,2017,01,LDCUTG25,LDCU,CTMENPLG,C. TERMICAS MENDOZA PLUS,TURBO GAS,Térmica,CC,GAS NATURAL,38250.845,2020-05-05 11:07:07.467556,67,2017-01
210955,2017,01,LDCUTV11,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA,TURBO VAPOR,Térmica,TV,FUEL OIL,3723.463,2020-05-05 11:07:07.467556,67,2017-01
210956,2017,01,LDCUTV11,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA,TURBO VAPOR,Térmica,TV,GAS NATURAL,5223.192,2020-05-05 11:07:07.467556,67,2017-01
210957,2017,01,LDCUTV12,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA,TURBO VAPOR,Térmica,TV,FUEL OIL,5394.112,2020-05-05 11:07:07.467556,67,2017-01
210958,2017,01,LDCUTV12,LDCU,CTMENZAG,C. TERMICAS MENDOZA SA,TURBO VAPOR,Térmica,TV,GAS NATURAL,3626.494,2020-05-05 11:07:07.467556,67,2017-01
210959,2017,01,LDLATG01,LDLA,PAMPAENG,C.T. LOMA DE LA LATA S.A.,TURBO GAS,Térmica,CC,GAS NATURAL,24389.606,2020-05-05 11:07:07.467556,67,2017-01
210960,2017,01,LDLATG02,LDLA,PAMPAENG,C.T. LOMA DE LA LATA S.A.,TURBO GAS,Térmica,CC,GAS NATURAL,23822.087,2020-05-05 11:07:07.467556,67,2017-01
210961,2017,01,LDLATG03,LDLA,PAMPAENG,C.T. LOMA DE LA LATA S.A.,TURBO GAS,Térmica,CC,GAS NATURAL,24245.714,2020-05-05 11:07:07.467556,67,2017-01
210962,2017,01,LEDETV01,LEDE,LEDESMYA,LEDESMA SAAI,TURBO VAPOR,Térmica,TV,GAS NATURAL,7.024,2020-05-05 11:07:07.467556,67,2017-01
210963,2017,01,LEVATG01,LEVA,EPECORDG,EPEC GENERACION,TURBO GAS,Térmica,TG,GAS NATURAL,2860.372,2020-05-05 11:07:07.467556,67,2017-01
210964,2017,01,LEVATG02,LEVA,EPECORDG,EPEC GENERACION,TURBO GAS,Térmica,TG,GAS NATURAL,3546.893,2020-05-05 11:07:07.467556,67,2017-01
210965,2017,01,LIBEDI01,LIBE,CTLIBESG,CT LIBERTADOR GSM - SULLAIR,MOTOR DIESEL,Térmica,DI,GAS OIL,759.694,2020-05-05 11:07:07.467556,67,2017-01
210966,2017,01,LINCDI01,LINC,CTLINCSG,CT LINCOLN,MOTOR DIESEL,Térmica,DI,GAS OIL,1477.271,2020-05-05 11:07:07.467556,67,2017-01
210967,2017,01,LOBODI01,LOBO,CTLOBOSG,CT LOBOS BS.AS - SULLAIR,MOTOR DIESEL,Térmica,DI,GAS OIL,1847.311,2020-05-05 11:07:07.467556,67,2017-01
210968,2017,01,LPALDI01,LPAL,CTLPALTG,CT LAS PALMAS -TURBODISEL,MOTOR DIESEL,Térmica,DI,GAS OIL,614.26,2020-05-05 11:07:07.467556,67,2017-01
210969,2017,01,LPLADI01,LPLA,CTLAPLSG,CT LA PLATA - SULLAIR,MOTOR DIESEL,Térmica,DI,GAS OIL,178.768,2020-05-05 11:07:07.467556,67,2017-01
210970,2017,01,LRIDDI01,LRID,CTLARISG,CT LA RIOJA - SECCO,MOTOR DIESEL,Térmica,DI,GAS OIL,150.56,2020-05-05 11:07:07.467556,67,2017-01
210971,2017,01,LRIOTG22,LRIO,GRIOJANG,GENERACION RIOJANA SA,TURBO GAS,Térmica,TG,GAS NATURAL,1695.069,2020-05-05 11:07:07.467556,67,2017-01
210972,2017,01,LRIOTG23,LRIO,GRIOJANG,GENERACION RIOJANA SA,TURBO GAS,Térmica,TG,GAS NATURAL,277.35,2020-05-05 11:07:07.467556,67,2017-01
210973,2017,01,LRISDI01,LRIS,CTLARSSG,CT LA RIOJA SUR- SECCO,MOTOR DIESEL,Térmica,DI,GAS OIL,175.925,2020-05-05 11:07:07.467556,67,2017-01
210974,2017,01,MAGDDI01,MAGD,CTMAGAPG,CT MAGDALENA - APR ENERGY,MOTOR DIESEL,Térmica,DI,GAS OIL,101.621,2020-05-05 11:07:07.467556,67,2017-01
210975,2017,01,MATHTG01,MATHEU,CTMATHEG,CT MATHEU - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,1109.972,2020-05-05 11:07:07.467556,67,2017-01
210976,2017,01,MATHTG02,MATHEU,CTMATHEG,CT MATHEU - EMGASUD,TURBO GAS,Térmica,TG,GAS NATURAL,1114.663,2020-05-05 11:07:07.467556,67,2017-01
210977,2017,01,MDAJTG15,MDAJ,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,Térmica,TG,GAS NATURAL,2192.002,2020-05-05 11:07:07.467556,67,2017-01
210978,2017,01,MDAJTG17,MDAJ,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,Térmica,TG,GAS NATURAL,1876.549,2020-05-05 11:07:07.467556,67,2017-01
210979,2017,01,MDPATG12,MDPA,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,Térmica,TG,GAS NATURAL,1145.835,2020-05-05 11:07:07.467556,67,2017-01
210980,2017,01,MDPATG12,MDPA,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,Térmica,TG,GAS OIL,2.861,2020-05-05 11:07:07.467556,67,2017-01
210981,2017,01,MDPATG13,MDPA,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,Térmica,TG,GAS NATURAL,3060.98,2020-05-05 11:07:07.467556,67,2017-01
210982,2017,01,MDPATG19,MDPA,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,Térmica,TG,GAS NATURAL,1198.409,2020-05-05 11:07:07.467556,67,2017-01
210983,2017,01,MDPATG20,MDPA,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,Térmica,TG,GAS NATURAL,1331.082,2020-05-05 11:07:07.467556,67,2017-01
210984,2017,01,MDPATG21,MDPA,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,Térmica,TG,GAS NATURAL,302.636,2020-05-05 11:07:07.467556,67,2017-01
210985,2017,01,MDPATG22,MDPA,CATLANTG,C.COSTA ATLANTICA,TURBO GAS,Térmica,TG,GAS NATURAL,2864.743,2020-05-05 11:07:07.467556,67,2017-01
210986,2017,01,MDPATV07,MDPA,CATLANTG,C.COSTA ATLANTICA,TURBO VAPOR,Térmica,TV,FUEL OIL,751.76,2020-05-05 11:07:07.467556,67,2017-01
210987,2017,01,MDPATV07,MDPA,CATLANTG,C.COSTA ATLANTICA,TURBO VAPOR,Térmica,TV,GAS NATURAL,5628.556,2020-05-05 11:07:07.467556,67,2017-01
210988,2017,01,MDPATV08,MDPA,CATLANTG,C.COSTA ATLANTICA,TURBO VAPOR,Térmica,TV,FUEL OIL,788.157,2020-05-05 11:07:07.467556,67,2017-01
210989,2017,01,MDPATV08,MDPA,CATLANTG,C.COSTA ATLANTICA,TURBO VAPOR,Térmica,TV,GAS NATURAL,5430.643,2020-05-05 11:07:07.467556,67,2017-01
210990,2017,01,MIR1DI01,MIR1,CTMIRMEG,CT MIRAMAR I - ENERGYST,MOTOR DIESEL,Térmica,DI,GAS OIL,259.038,2020-05-05 11:07:07.467556,67,2017-01
210991,2017,01,MJUADI01,MJUA,EPECORDG,EPEC GENERACION,MOTOR DIESEL,Térmica,DI,GAS OIL,74.052,2020-05-05 11:07:07.467556,67,2017-01
210992,2017,01,MMARTG01,MMAR,GMEDITEG,GENERACION MEDITERRANEA,TURBO GAS,Térmica,CC,GAS NATURAL,6490.149,2020-05-05 11:07:07.467556,67,2017-01
210993,2017,01,MMARTG02,MMAR,GMEDITEG,GENERACION MEDITERRANEA,TURBO GAS,Térmica,CC,GAS NATURAL,5658.082,2020-05-05 11:07:07.467556,67,2017-01
